userNum,nickname,gameId,seasonId,gameRank,character,weapon,itemWeapon,itemChest,itemHead,itemArm,itemLeg,Trait_Main1,Trait_Main2,Trait_Sub1,Trait_Sub2,TeamKill,Kill,Death,Assist,Dmg_Player,Dmg_Monster
428684,다이냥,46678885,31,2,Katja,Sniper_Rifle,Widow_Maker_-_Crimson,Ghillie_Suit,GPNVG,Chain_of_Thorns,Alexander,Dismantle_Goliath,Anima_Reaper,Coin_Toss,Penny_Pincher,4,2,2,0,29589,165638
329560,froken,46678885,31,7,Hisui,Two-handed_Sword,Monohoshizao,Áo_Dài,Elysian_Halo,Mythril_Quiver,Blade_Boots,Contempt_for_the_Weak,Carnivore,Unwavering_Mentality,Dine_n'_Dash,16,3,2,10,15112,44941
302898,김용찬,46678885,31,4,Rio,Bow,Crimson_Bow,Specter,Legatus,Cube_Watch,Galaxy_Steps,Dismantle_Goliath,Anima_Reaper,Stopping_Power,Power_Crescendo,7,2,3,4,16556,93871
57280,404HK416,46678885,31,5,Aya,Pistol,Endeavor_AX,Burgundy_47,Cowboy_Hat,Radar,Gladiator,Dismantle_Goliath,Anima_Reaper,Embolden,Steadfast,11,4,3,2,16791,47327
32,我要戰鬥我要戰鬥,46678885,31,1,Katja,Sniper_Rifle,Widow_Maker,Ghillie_Suit,GPNVG,Dice_of_Destiny,Galaxy_Steps,Dismantle_Goliath,Anima_Reaper,Stopping_Power,Power_Crescendo,12,7,1,4,31270,117045
5478133,さなもん,46678955,31,8,Hisui,Two-handed_Sword,Monohoshizao,Butler's_Suit,Welding_Helmet,Mythril_Quiver,White_Rhinos,Frenzy,Anima_Reaper,Painkiller,Dine_n'_Dash,2,1,2,0,10253,56372
5171108,황갈색올빼미,46678955,31,2,Hyunwoo,Glove,Obsidian_Jitte,Holy_Orders,Sultan's_Turban,Necronomicon,Glacial_Shoes,Stopping_Power,Power_Crescendo,Thorn_Shackles,Penny_Pincher,6,2,1,3,15746,53207
4437596,박쟁민,46678955,31,5,Adela,Rapier,Rod_of_Heart_-_Crimson,Holy_Orders,Imperial_Crown,Dragon_Scale,Rose_Steps,Contempt_for_the_Weak,Anima_Reaper,Stopping_Power,Overwatch,7,1,3,4,9593,62774
4432875,가로오,46678955,31,5,Garnet,Bat,Pakua_Chang,Ghost_Bride's_Dress,Mythril_Helm,Burning_Heart,Tachyon_Brace,Camping_Guide,Penny_Pincher,Painkiller,Dine_n'_Dash,7,4,2,2,12460,25227
4290104,로스티오,46678955,31,5,Luke,Bat,Monkey_King_Bar,Tactical_Armor,Blaster_Helmet,Chain_of_Thorns,Mirage_Lace-Ups,Contempt_for_the_Weak,Anima_Reaper,Stopping_Power,Overwatch,7,2,5,4,13122,81717
3934883,首尔Uzi,46678955,31,4,Katja,Sniper_Rifle,Andromeda,Ghillie_Suit,Blood_Crown,Dice_of_Destiny,Galaxy_Steps,Dismantle_Goliath,Anima_Reaper,Stopping_Power,Power_Crescendo,9,4,1,4,12091,67776
3900818,요술공주뿌뿌,46678955,31,7,Garnet,Bat,Spy_Umbrella,Ghost_Bride's_Dress,Commander_Headset,Schrödinger's_Box,Steel_Knee_Pads,Coin_Toss,Penny_Pincher,Painkiller,Dine_n'_Dash,6,2,3,3,11673,27324
1736771,fghvfgbh,46678955,31,2,Hart,Guitar,Free_Bird,Specter,Blaster_Helmet,Dice_of_Destiny,Racing_Boots,Dismantle_Goliath,Anima_Reaper,Stopping_Power,Power_Crescendo,6,0,4,5,8736,85297
1311718,もりもりの森,46678955,31,8,Priya,Guitar,Cpt._Pepper,Commander's_Armor,Celestial_Echo,Pharaoh's_Artifact,Delta_Red,Stopping_Power,Overwatch,Thrill_of_the_Hunt,Penny_Pincher,2,0,3,0,5644,52906
1295352,higaking,46678955,31,8,Barbara,Pistol,Elegance,Cardinal_Robes,The_Black_Death,Draupnir,Tachyon_Brace,Open_Wounds,R_echarger,Contempt_for_the_Weak,Anima_Reaper,2,1,3,0,13239,46473
1233387,앞날,46678955,31,1,Shoichi,Dagger,Scarlet_Dagger,Couturier,Persona,Tindalos_Monarch,Killer_Heels,Frenzy,Anima_Reaper,Unwavering_Mentality,Dine_n'_Dash,20,14,1,3,34505,74134
1200948,콩자반16세,46678955,31,1,Debi_&_Marlene,Two-handed_Sword,Laevateinn,Phantom_Jacket,Commander_Headset,Helix,Blade_Boots,Camping_Guide,Penny_Pincher,Embolden,Cavalcade,20,2,1,15,18713,49426
1023639,自行车竞然,46678955,31,3,Haze,Assault_Rifle,Valkyrie,Blood_Cloak,Persona,Nightmare_Nails,Delta_Red,Open_Wounds,Power_Crescendo,Dismantle_Goliath,Anima_Reaper,11,1,2,6,13228,54447
771653,Allergy,46678955,31,7,Tazia,Shuriken,Mystic_Jade_Charm,Couturier,Persona,Nightmare_Nails,Tachyon_Brace,Contempt_for_the_Weak,Anima_Reaper,Embolden,Cavalcade,6,4,2,1,10869,54757
758415,流螢果醬,46678955,31,2,Alex,Tonfa,Cards_of_Tyranny,Specter,Laurel_Wreath,Helix,Racing_Boots,Contempt_for_the_Weak,Anima_Reaper,Coin_Toss,Penny_Pincher,6,4,5,2,10747,66693
745012,Rema3,46678955,31,6,Estelle,Axe,Beam_Axe,Ghost_Bride's_Dress,Astronaut's_Helmet,Corrupting_Touch,Hiking_Boots,Thorn_Shackles,Penny_Pincher,Embolden,Cavalcade,9,2,2,7,7105,10810
707583,Icefond,46678955,31,6,Jackie,Dagger,Dioscuri,Wisdom_Robes,Legatus,Mythril_Armband,Racing_Boots,Unwavering_Mentality,Steadfast,Stopping_Power,Power_Crescendo,9,5,3,3,16761,49060
698157,물음표쨩,46678955,31,6,Leni,Pistol,Elegance,Elf_Dress,Commander_Headset,Nightingale,Delta_Red,Thorn_Shackles,Penny_Pincher,Circular_System,R_echarger,9,2,3,7,5382,12234
446496,복작복작,46678955,31,1,Lenore,Guitar,Heaven's_Door,Blood_Cloak,Sultan's_Turban,Dragon_Scale,Rose_Steps,Stopping_Power,Power_Crescendo,Dismantle_Goliath,Anima_Reaper,20,4,1,11,19085,50784
416403,검도부스시남,46678955,31,7,Abigail,Axe,Nephleon,The_Revenant,Imperial_Burgonet,Tindalos_Band,Delta_Red,Stopping_Power,Overwatch,Embolden,Cavalcade,6,0,3,0,5703,44644
45937,闪电旋风批,46678955,31,3,Yuki,Two-handed_Sword,Starsteel_Twin_Swords,Tactical_Armor,Diadem,Smart_Band,Racing_Boots,Stopping_Power,Power_Crescendo,Thorn_Shackles,Penny_Pincher,11,9,3,1,22948,69042
44232,哈利路大旋风,46678955,31,3,Markus,Axe,Axe_of_Pangu,Guardian_Suit,Tactical_OPS_Helmet,Burnished_Aegis,Hiking_Boots,Embolden,Dine_n'_Dash,Contempt_for_the_Weak,Carnivore,11,1,2,7,10655,10885
10218,理塘Faker,46678955,31,4,Emma,Shuriken,The_Moon,Blood_Cloak,Persona,Nightmare_Nails,SCV,Circular_System,R_echarger,Dismantle_Goliath,Anima_Reaper,9,2,6,6,27626,46277
10216,KrumAyna,46678955,31,4,Hisui,Two-handed_Sword,Aurora_Longsword,Áo_Dài,Blaster_Helmet,Laced_Quiver,Blade_Boots,Frenzy,Carnivore,Unwavering_Mentality,Dine_n'_Dash,9,3,3,4,15167,41717
5487178,뮤명,46678703,0,1,Shoichi,Dagger,Eclipse,Couturier,Persona,Corrupting_Touch,Killer_Heels,Frenzy,Endorphin,Unwavering_Mentality,Cavalcade,16,0,4,8,8956,43942
5455849,didod,46678703,0,3,Felix,Spear,Gentian_Silver_Gun,Phantom_Jacket,Legatus,Dice_of_Destiny,Eldian_Boots,Frenzy,Anima_Reaper,Painkiller,Dine_n'_Dash,11,5,4,3,16828,71516
5335341,에헷,46678703,0,4,Garnet,Bat,Spy_Umbrella,Ghost_Bride's_Dress,Commander_Headset,Burnished_Aegis,Steel_Knee_Pads,Camping_Guide,Penny_Pincher,Embolden,Dine_n'_Dash,6,0,2,3,1562,9715
5113740,건우잘함,46678703,0,1,Aiden,Two-handed_Sword,Dáinsleif_-_Crimson,Wisdom_Robes,Eyeshield,Bloodripper,Red_Shoes,Unwavering_Mentality,Cavalcade,Contempt_for_the_Weak,Anima_Reaper,16,10,1,5,32364,145020
4982094,云梦Zzz,46678703,0,7,Eleven,Hammer,Hammer_of_Dagda,Sunset_Armor,Helm_of_Banneret,Sword_Stopper,Tachyon_Brace,Thorn_Shackles,Penny_Pincher,Painkiller,Dine_n'_Dash,9,0,2,5,6063,5281
4719189,이센시,46678703,0,6,Rio,Bow,Failnaught_-_Crimson,Ghillie_Suit,Legatus,Radar,Galaxy_Steps,Dismantle_Goliath,Anima_Reaper,Coin_Toss,Penny_Pincher,12,3,2,7,20107,54170
4324536,도오혀니이,46678703,0,6,Lenox,Whip,Thunder_Whip,Ghost_Bride's_Dress,Mohawk_Headgear,Schrödinger's_Box,Steel_Knee_Pads,Thorn_Shackles,Penny_Pincher,Painkiller,Cavalcade,12,5,1,3,8799,32140
4236141,철콘근크리트,46678703,0,2,Nathapon,Camera,Ultraviolet,Kabana,Cyberstalker,Pharaoh's_Artifact,Delta_Red,Painkiller,Cavalcade,Stopping_Power,Overwatch,5,2,2,3,21370,63596
3725358,천마혈제,46678703,0,8,Sua,Hammer,Spy_Umbrella,Couturier,Persona,Tindalos_Monarch,SCV,Frenzy,Anima_Reaper,Circular_System,R_echarger,9,4,1,3,11111,44473
3121378,아천리재,46678703,0,2,Hart,Guitar,Free_Bird,Specter,Blaster_Helmet,Dice_of_Destiny,Alexander,Dismantle_Goliath,Anima_Reaper,Coin_Toss,Penny_Pincher,5,3,6,0,17359,90054
2883643,MrLast,46678703,0,7,Vanya,Arcana,The_Hierophant,Commander's_Armor,Vigilante,Tindalos_Monarch,Hiking_Boots,Frenzy,Anima_Reaper,Painkiller,Dine_n'_Dash,9,3,4,2,11438,28958
2803782,Chzzk하슈,46678703,0,8,Hisui,Two-handed_Sword,Aurora_Longsword,Changpao,Blaster_Helmet,Plasma_Arc,White_Rhinos,Contempt_for_the_Weak,Anima_Reaper,Unwavering_Mentality,Cavalcade,9,1,5,2,13946,31009
1702842,蓦然浅歌,46678703,0,3,Yumin,Arcana,The_Moon,Blood_Cloak,Sultan's_Turban,Dragon_Scale,Delta_Red,Open_Wounds,Overwatch,Dismantle_Goliath,Anima_Reaper,11,3,2,4,28262,76209
1515461,루나크,46678703,0,5,Adriana,Throw,Astrapē,Bikini,Imperial_Burgonet,Tindalos_Band,Delta_Red,Open_Wounds,R_echarger,Dismantle_Goliath,Anima_Reaper,5,0,4,3,5989,49045
1480095,용가리단보스,46678703,0,8,Yuki,Two-handed_Sword,Dioscuri,Dragon_Dobok,Diadem,Dice_of_Destiny,Mirage_Lace-Ups,Painkiller,Dine_n'_Dash,Stopping_Power,Overwatch,9,4,4,1,6437,11516
1369530,똥땅돌,46678703,0,4,Katja,Sniper_Rifle,Polaris,Ghillie_Suit,GPNVG,Chain_of_Thorns,Alexander,Dismantle_Goliath,Anima_Reaper,Stopping_Power,Power_Crescendo,6,4,1,1,8607,68950
1350348,에메랄드큐브,46678703,0,5,Rio,Bow,Twinbow,Specter,Legatus,Vital_Sign_Sensor,Galaxy_Steps,Dismantle_Goliath,Anima_Reaper,Stopping_Power,Power_Crescendo,5,1,3,3,10929,63282
1149344,hanako4720,46678703,0,4,Rio,Bow,Jebe's_Altered_Bow,Burgundy_47,The_Star_of_the_Wilds,Radar,Gladiator,Dismantle_Goliath,Anima_Reaper,Stopping_Power,Power_Crescendo,6,2,2,4,6494,70695
1128816,시로에,46678703,0,7,Hisui,Two-handed_Sword,Monohoshizao,Áo_Dài,Blaster_Helmet,Plasma_Arc,White_Rhinos,Contempt_for_the_Weak,Anima_Reaper,Unwavering_Mentality,Cavalcade,9,6,2,3,17495,36673
534698,Fwee,46678703,0,6,Sua,Hammer,Doomsday,Elegant_Gown,Persona,Nightmare_Nails,Delta_Red,Stopping_Power,Overwatch,Embolden,Cavalcade,12,4,1,6,18151,48777
502643,폭격기출격,46678703,0,3,Justyna,Crossbow,Phantom_Bolt,Blood_Cloak,Persona,Nightmare_Nails,Glacial_Shoes,Open_Wounds,Power_Crescendo,Coin_Toss,Penny_Pincher,11,3,5,5,24155,80612
386907,리로드,46678703,0,1,Estelle,Axe,Beam_Axe,Ghost_Bride's_Dress,Astronaut's_Helmet,Lunar_Embrace,Hiking_Boots,Thorn_Shackles,Penny_Pincher,Embolden,Cavalcade,16,6,2,8,10852,53987
309383,돈지오바니,46678703,0,2,Mai,Whip,Thunder_Whip,Blazing_Dress,Helm_of_Banneret,Solar_System_Miniature,Steel_Knee_Pads,Thorn_Shackles,Logistics,Painkiller,Steadfast,5,0,4,3,5262,35093
274805,polarbeer,46678703,0,5,Katja,Sniper_Rifle,Polaris,Ghillie_Suit,Crystal_Tiara,Chain_of_Thorns,Alexander,Dismantle_Goliath,Anima_Reaper,Stopping_Power,Power_Crescendo,5,4,4,1,16946,66079
5469077,엡지,46678936,31,5,Katja,Sniper_Rifle,Intervention,Ghillie_Suit,GPNVG,Bloodripper,Gladiator,Dismantle_Goliath,Anima_Reaper,Coin_Toss,Penny_Pincher,7,0,1,5,11405,50091
5387055,띠이아,46678936,31,1,Bernice,Sniper_Rifle,Widow_Maker,Áo_Dài,Legatus,Radar,Eldian_Boots,Unwavering_Mentality,Dine_n'_Dash,Contempt_for_the_Weak,Anima_Reaper,20,8,0,10,30730,117930
5317085,도로동동,46678936,31,1,Cathy,Dagger,Eclipse,Bikini,Cyberstalker,Pharaoh's_Artifact,Killer_Heels,Coin_Toss,Penny_Pincher,Stopping_Power,Overwatch,20,7,0,11,24892,89421
5250871,ezh,46678936,31,2,Darko,Bat,Monkey_King_Bar,Spectral_Jacket,Mythril_Helm,Creed_of_the_Knight,Red_Shoes,Circular_System,Overwatch,Embolden,Dine_n'_Dash,7,2,1,3,14351,45867
4929933,まっちゃん25等兵,46678936,31,7,Camilo,Dual_Swords,Durendal_Mk2,Phantom_Jacket,Fallen_Pegasus,Auto-arms,Bucephalus,Embolden,Dine_n'_Dash,Frenzy,Anima_Reaper,7,2,3,3,8292,28619
4823053,nekoin,46678936,31,4,Luke,Bat,Monkey_King_Bar,Guardian_Suit,Tactical_Visor,Plasma_Arc,Blade_Boots,Circular_System,Overwatch,Embolden,Dine_n'_Dash,12,1,4,6,14083,20369
4780255,김종이,46678936,31,3,Luke,Bat,Monkey_King_Bar,Guardian_Suit,Tactical_OPS_Helmet,Plasma_Arc,Blade_Boots,Circular_System,Overwatch,Embolden,Dine_n'_Dash,3,1,5,0,12155,49791
4750460,YoTozz,46678936,31,6,Katja,Sniper_Rifle,Andromeda,Ghillie_Suit,GPNVG,Dice_of_Destiny,Stellar_Steps,Dismantle_Goliath,Anima_Reaper,Stopping_Power,Power_Crescendo,6,1,4,3,13237,35528
4649893,HHHQAQ,46678936,31,8,Hyejin,Bow,Golden-Ratio_Bow,Commander's_Armor,Sultan's_Turban,Pharaoh's_Artifact,Delta_Red,Thorn_Shackles,Penny_Pincher,Stopping_Power,Power_Crescendo,2,0,2,2,7979,44668
4640046,전생했더니전호제,46678936,31,7,Katja,Sniper_Rifle,Andromeda,Ghillie_Suit,Crystal_Tiara,Vital_Sign_Sensor,Galaxy_Steps,Dismantle_Goliath,Anima_Reaper,Stopping_Power,Power_Crescendo,7,1,6,4,7989,26537
4606709,Spada,46678936,31,4,Felix,Spear,Blazing_Lance,Phantom_Jacket,Cowboy_Hat,Cube_Watch,Blade_Boots,Frenzy,Carnivore,Embolden,Dine_n'_Dash,12,9,3,0,22755,98649
4577233,柒零一,46678936,31,8,Celine,Throw,Incendiary_Bomb,Holy_Orders,Imperial_Crown,Draupnir,Straitjacket_Sneakers,Stopping_Power,Power_Crescendo,Contempt_for_the_Weak,Anima_Reaper,2,1,2,0,11768,61601
4162768,AegiS11,46678936,31,8,Li Dailin,Glove,Mark_of_the_Phoenix,Sunset_Armor,Helm_of_Banneret,Smart_Band,Maverick_Runner,Coin_Toss,Penny_Pincher,Stopping_Power,R_echarger,2,1,4,0,2866,12049
4148211,Catwarrior,46678936,31,4,Irem,Throw,Fireball,Covert_Agent_Uniform,Sultan's_Turban,Eye_of_Horus,Delta_Red,Frenzy,Endorphin,Stopping_Power,Overwatch,12,2,2,3,9775,36021
3646150,ZERO09,46678936,31,3,Debi_&_Marlene,Two-handed_Sword,Aurora_Longsword,Phantom_Jacket,Commander_Headset,Laced_Quiver,Wild_Walkers,Camping_Guide,Penny_Pincher,Embolden,Cavalcade,3,0,4,1,4316,56644
1508215,anthem02,46678936,31,1,Garnet,Bat,Magic_Stick,Ghost_Bride's_Dress,Bunny_Hat,Burning_Heart,Boots_of_Hermes,Camping_Guide,Penny_Pincher,Painkiller,Dine_n'_Dash,20,5,0,12,13007,41022
1379625,아웃백vip,46678936,31,2,Xiukai,Spear,Mount_Slicer,Blazing_Dress,Crusader_Helmet,Solar_System_Miniature,EOD_Boots,Camping_Guide,Penny_Pincher,Painkiller,Dine_n'_Dash,7,3,3,3,6692,52103
943389,잉크상어,46678936,31,3,Emma,Shuriken,Wind_and_Fire_Wheels,Blood_Cloak,Persona,Nightmare_Nails,SCV,Circular_System,R_echarger,Unwavering_Mentality,Cavalcade,3,2,2,1,20772,134692
674260,YALOODDI,46678936,31,5,Felix,Spear,Gentian_Silver_Gun,Changpao,Cowboy_Hat,Radar,Racing_Boots,Frenzy,Anima_Reaper,Unwavering_Mentality,Steadfast,7,4,1,3,11002,54180
465999,YotalS,46678936,31,6,Markus,Axe,Squeaky_Hammer,Phantom_Jacket,Tactical_OPS_Helmet,Smash_Totem,Hiking_Boots,Painkiller,Dine_n'_Dash,Frenzy,Endorphin,6,0,3,5,10418,35142
231590,TasteCarrot,46678936,31,5,Jackie,Dagger,Dioscuri,Wisdom_Robes,Legatus,Mythril_Armband,Red_Shoes,Unwavering_Mentality,Steadfast,Stopping_Power,Power_Crescendo,7,3,2,0,9781,44777
170306,mayamari,46678936,31,6,Barbara,Pistol,Altair,Blood_Cloak,The_Black_Death,Pharaoh's_Artifact,Delta_Red,Open_Wounds,Overwatch,Contempt_for_the_Weak,Anima_Reaper,6,5,3,1,20446,30196
78501,아이리스남편,46678936,31,7,Darko,Bat,Monkey_King_Bar,Racing_Suit,Welding_Helmet,Creed_of_the_Knight,Stellar_Steps,Circular_System,Overwatch,Embolden,Cavalcade,7,4,3,2,13893,21122
162,尼婭,46678936,31,2,Aya,Pistol,Dead_Eye,Holy_Orders,Sultan's_Turban,Eye_of_Horus,Tachyon_Brace,Stopping_Power,Power_Crescendo,Dismantle_Goliath,Anima_Reaper,7,2,3,4,16176,47632
5453153,찬라가,46678923,31,2,Nathapon,Camera,Ultraviolet,Bikini,Cyberstalker,Pharaoh's_Artifact,Rose_Steps,Painkiller,Cavalcade,Stopping_Power,Overwatch,11,6,2,4,13338,95751
5397875,미하엘카이저,46678923,31,8,Hart,Guitar,The_Wall,Optical_Camouflage_Suit,Cowboy_Hat,Dice_of_Destiny,Racing_Boots,Dismantle_Goliath,Anima_Reaper,Stopping_Power,Power_Crescendo,5,2,5,2,14717,31943
5370563,레이하즈,46678923,31,2,Estelle,Axe,Paradise_Lost,Ghost_Bride's_Dress,Astronaut's_Helmet,Nightmare_Nails,EOD_Boots,Thorn_Shackles,Penny_Pincher,Painkiller,Dine_n'_Dash,11,3,1,7,9060,26731
5109169,낙수무덕,46678923,31,4,Laura,Whip,Plasma_Whip,High_Priest_Robes,Persona,Sports_Watch,Delta_Red,Unwavering_Mentality,Cavalcade,Stopping_Power,Overwatch,4,0,3,4,4934,19128
4677994,배벌,46678923,31,4,Leon,Glove,Permafrost,Holy_Orders,Racing_Helmet,Sports_Watch,Tachyon_Brace,Contempt_for_the_Weak,Anima_Reaper,Embolden,Steadfast,4,3,4,0,6684,52468
4676773,마에스트,46678923,31,4,Justyna,Crossbow,Phantom_Bolt,Blood_Cloak,Persona,Corrupting_Touch,Delta_Red,Open_Wounds,Power_Crescendo,Coin_Toss,Penny_Pincher,4,1,4,3,7104,36122
4526770,옥동이,46678923,31,8,Adela,Rapier,Eye_of_Argos,Commander's_Armor,Imperial_Burgonet,Tindalos_Band,Delta_Red,Contempt_for_the_Weak,Anima_Reaper,Stopping_Power,Overwatch,5,1,4,3,14292,19851
4514098,Oyo오요,46678923,31,8,Nicky,Glove,Divine_Fist,High_Priest_Robes,Bunny_Hat,Sports_Watch,Tachyon_Brace,Painkiller,Dine_n'_Dash,Circular_System,Overwatch,5,2,4,1,6825,6306
4260390,개평,46678923,31,3,Darko,Bat,Monkey_King_Bar,EOD_Suit,Elysian_Halo,Shield_of_Kings,Stellar_Steps,Circular_System,Overwatch,Embolden,Cavalcade,13,2,2,9,11012,24974
3663530,아몰짜피,46678923,31,5,Katja,Sniper_Rifle,Polaris,Specter,Eyeshield,Dice_of_Destiny,Racing_Boots,Dismantle_Goliath,Anima_Reaper,Coin_Toss,Penny_Pincher,8,3,1,2,11739,73759
3660697,Dr메이지,46678923,31,5,Debi_&_Marlene,Two-handed_Sword,Laevateinn,Phantom_Jacket,Tactical_Visor,Music_Box,EOD_Boots,Frenzy,Anima_Reaper,Painkiller,Cavalcade,8,2,3,4,11057,12299
3280353,첩보요원,46678923,31,6,Shoichi,Dagger,Eclipse,Couturier,Imperial_Crown,Corrupting_Touch,Straitjacket_Sneakers,Frenzy,Endorphin,Unwavering_Mentality,Cavalcade,7,2,2,1,9862,43109
3115356,봉봉,46678923,31,6,Alonso,Glove,Frost_Petal_Hand,Ghost_Bride's_Dress,Mohawk_Headgear,Burnished_Aegis,Tachyon_Brace,Camping_Guide,Penny_Pincher,Painkiller,Dine_n'_Dash,7,1,3,2,6059,28562
2975592,플뢰르드바로네스,46678923,31,5,Nicky,Glove,Iron_Fist,Elegant_Gown,Imperial_Crown,Dragon_Scale,Hiking_Boots,Unwavering_Mentality,Steadfast,Stopping_Power,Overwatch,8,3,3,4,11113,28343
2825210,김지금,46678923,31,6,Aya,Pistol,Dead_Eye,Commander's_Armor,Motorcycle_Helmet,Eye_of_Horus,Tachyon_Brace,Stopping_Power,Power_Crescendo,Dismantle_Goliath,Anima_Reaper,7,4,4,1,8068,42277
2510570,Hu라이,46678923,31,1,Aya,Pistol,Altair,Inquisitor,Persona,Necronomicon,Iron_Maiden,Stopping_Power,Power_Crescendo,Dismantle_Goliath,Anima_Reaper,14,2,1,6,11387,90812
2116249,빡그라,46678923,31,7,Yuki,Two-handed_Sword,Excalibur,Spectral_Jacket,Helm_of_Banneret,Laced_Quiver,Cowboy_Boots,Painkiller,Dine_n'_Dash,Circular_System,Overwatch,3,0,3,1,6654,23600
2111366,래링,46678923,31,2,Hart,Guitar,Wonderful_Tonight,Ghillie_Suit,Legatus,Dice_of_Destiny,Red_Shoes,Dismantle_Goliath,Anima_Reaper,Stopping_Power,Power_Crescendo,11,2,1,6,12603,124061
836735,악으로규정되는,46678923,31,1,Isaac,Tonfa,Mantis_Tonfa,Burgundy_47,Laurel_Wreath,Chain_of_Thorns,Mythril_Boots,Embolden,Dine_n'_Dash,Stopping_Power,Overwatch,14,5,1,4,13578,86729
506765,곤듀는쌩나가됴아,46678923,31,3,Aya,Pistol,Dead_Eye,Holy_Orders,Sultan's_Turban,Dragon_Scale,Glacial_Shoes,Stopping_Power,Power_Crescendo,Dismantle_Goliath,Anima_Reaper,13,7,2,3,13481,48099
506742,또앗쥐,46678923,31,3,Jan,Glove,Obsidian_Jitte,Holy_Orders,Motorcycle_Helmet,Eye_of_Horus,Delta_Red,Stopping_Power,Overwatch,Contempt_for_the_Weak,Anima_Reaper,13,4,3,3,11311,58272
474024,자매버프,46678923,31,7,Celine,Throw,Imugi's_Pearl,Blood_Cloak,Persona,Tindalos_Band,Straitjacket_Sneakers,Stopping_Power,Power_Crescendo,Contempt_for_the_Weak,Anima_Reaper,3,2,3,1,9319,26658
211464,ATSUN,46678923,31,7,Haze,Assault_Rifle,Gold_Rush,Commander's_Armor,Persona,Nightmare_Nails,Delta_Red,Open_Wounds,Power_Crescendo,Dismantle_Goliath,Anima_Reaper,3,1,2,1,9879,46271
131403,처형인히스이,46678923,31,1,Jan,Glove,Obsidian_Jitte,Holy_Orders,Racing_Helmet,Eye_of_Horus,Taproot,Stopping_Power,Overwatch,Contempt_for_the_Weak,Anima_Reaper,14,7,2,2,13887,90977
3428408,ddddint,46678597,0,2,Elena,Rapier,Nosferatu_-_Dawn,The_Revenant,Bunny_Hat,Lunar_Embrace,Taproot,,,Fortitude_III,Omnipotence,0,2,6,10,11808,6459
1422955,달풍,46678597,0,2,Luke,Bat,Rod_of_Heart_-_Crimson,Burgundy_47,Eyeshield,Bloodripper,Red_Shoes,,,Vigor_III,Celerity_III,0,4,5,10,37711,36708
1230002,궤도,46678597,0,2,Justyna,Crossbow,Blood_Half_Moon_-_Dawn,Couturier,Chinese_Opera_Mask,Emerald_Tablet,Killer_Heels,,,Omnipotence,Haste_III,0,2,4,12,25402,3975
950994,티폰,46678597,0,2,Nadine,Bow,Blood_Half_Moon_-_Crimson,Burgundy_47,Blood_Crown,Radar,Eldian_Boots,,,Celerity_III,Vigor_III,0,8,7,6,29583,15006
871718,리디집착광공,46678597,0,1,Arda,Arcana,The_Death_-_Dawn,Queen_of_Hearts,Persona,Tindalos_Monarch,Rose_Steps,,,Omnipotence,Cooldown_Reduction_Il,1,6,3,9,23132,16816
871570,파란색이데비,46678597,0,1,Jan,Glove,Blade_Tonfa_-_Dawn,Queen_of_Hearts,Persona,Tellurian_Timepiece,Killer_Heels,,,Omnipotence,Cooldown_Reduction_Ill,1,6,6,11,30455,14352
427453,잡아버렸다,46678597,0,1,Alonso,Glove,Bloody_Hand_-_Dawn,Black_Flame_Dragon,Bunny_Hat,Burning_Heart,Wild_Walkers,,,Fortitude_I,Omnipotence_II,1,5,4,10,20123,9207
426346,초절정귀요미인호,46678597,0,1,Isaac,Tonfa,Blade_Tonfa_-_Crimson,Tactical_Armor,Eyeshield,Nova_Shield,Galaxy_Steps,,,Fortitude_III,Vigor_III,1,5,4,8,13743,11170
5485349,wwwwwwwwwwwwwwwv,46678693,0,5,Vanya,Arcana,The_Empress,Holy_Orders,Astronaut's_Helmet,Tindalos_Band,Straitjacket_Sneakers,Frenzy,Anima_Reaper,Embolden,Dine_n'_Dash,4,3,4,0,29738,81927
5365266,Blueginger,46678693,0,2,Luke,Bat,Monkey_King_Bar,Burgundy_47,Tactical_OPS_Helmet,Bloodripper,Blade_Boots,Embolden,Cavalcade,Frenzy,Anima_Reaper,20,6,3,11,21927,37944
5339505,술없이운전안해,46678693,0,6,Rio,Bow,Jebe's_Altered_Bow,Ghillie_Suit,Cowboy_Hat,Radar,Gladiator,Dismantle_Goliath,Anima_Reaper,Stopping_Power,Power_Crescendo,6,0,3,3,3997,45809
5044964,楡井,46678693,0,6,Tia,Bat,Pakua_Chang,Elf_Dress,Commander_Headset,Claddagh_Ring,Delta_Red,Frenzy,Endorphin,Coin_Toss,Penny_Pincher,6,1,3,4,5305,36315
4920261,w3w,46678693,0,2,Theodore,Sniper_Rifle,Dead_Eye,Holy_Orders,Racing_Helmet,Tellurian_Timepiece,Blade_Boots,Dismantle_Goliath,Anima_Reaper,Stopping_Power,Power_Crescendo,20,8,3,10,26237,55079
4479496,GhostPool,46678693,0,4,Vanya,Arcana,The_Empress,Commander's_Armor,Fencing_Mask,Tindalos_Monarch,Delta_Red,Frenzy,Anima_Reaper,Embolden,Dine_n'_Dash,5,1,1,0,5836,109034
3925376,こばなのけあな,46678693,0,1,Vanya,Arcana,The_Moon,Holy_Orders,Vigilante,Tindalos_Monarch,Legs_of_Steel,Contempt_for_the_Weak,Anima_Reaper,Embolden,Dine_n'_Dash,19,7,1,9,18321,51714
